tweet,Positive,Negative,Neutral
she was like ima need you to write a statement bitch write yourself a diet its always the old people trying to snitch bitch,0.086,0.261,0.653
she wonder why im into her when all these hoes be into me,0.0,0.0,1.0
 the key to world peace rt repmycityx hippo is such a pussy magnetgawd,0.241,0.0,0.759
shes a dumb bitch shouldve just said no extra shit unnecessary  lol relationship goals ,0.118,0.544,0.338
shes aint being a bitch shes just tired of your bullshit her attitude towards you is based upon how you treat her,0.196,0.227,0.577
shes definitely a kardashian bird rt basedchasen ,0.351,0.0,0.649
shes just mad cuz her big toe looks like an angry bird haha,0.262,0.31,0.429
sheehey back door cuts still go un guarded iu hoosierhoops hoosiers,0.0,0.18,0.82
sheeple just like  those racist sexist teabaggerswho just elected these two old white men ,0.135,0.216,0.649
shiiiit pontiacholmes drops you a couple extra dollars on that hoe get her a brazilian gotsta spend money to make money,0.0,0.0,1.0
shine on them hoes,0.0,0.0,1.0
shine on them hoes let em know that you run shit ,0.0,0.265,0.735
shine on them hoes let em know you run shit ,0.0,0.286,0.714
shirley temple was a bad bitch when she was my age as well,0.114,0.397,0.489
shit i have stalkers and obsessed bitches and crazy ex bitches after me my life is wonderful,0.127,0.531,0.342
shit is fucking retarded no one wants to see this shit,0.0,0.661,0.339
shit is trash,0.0,0.643,0.357
shit that seth says its fatter than my cunt,0.0,0.493,0.507
shit where the gay bitches at  come be witcha girl tonight ,0.0,0.455,0.545
shittin on all my old hoes,0.0,0.0,1.0
shoot dat nigga n his shordy bitch,0.0,0.608,0.392
shoot dice let yo hoe fade me,0.0,0.286,0.714
shoot out wit yo niccas you da type to throw da pistol ,0.0,0.179,0.821
shoot that nigga amp his shorty bitch ,0.0,0.554,0.446
shoot that nigga an his shorty bitch ,0.0,0.554,0.446
shoot you and your shorty bitch,0.0,0.608,0.392
short answer yes  sage grouse rebellion will obama use two small birds to limit oil drilling in the west ,0.127,0.071,0.802
shot out to my main bitches and my side ,0.0,0.328,0.672
should oscar go to andyserkis or computer that turned him into an ape  nothe computerscience major movie,0.0,0.0,1.0
should i be worried that a lady behind my building is talking to a crow,0.0,0.167,0.833
should i expect good pussy or good but not good for you pussy from a tampico drinker,0.392,0.0,0.608
should i take a nap though too kill a mocking bird or nah,0.0,0.557,0.443
should i tell this hoe who she look like cdfuuu,0.238,0.0,0.762
shoulda put retard mikey on ahs freakshow,0.0,0.362,0.638
shouldnt be living rt youngtravo stank pussy should never be ate,0.0,0.225,0.775
shout out to babes anastaciacole love that bitch ,0.3,0.271,0.429
shout out to everyone that puts up with my retarded ass i appreciate it,0.136,0.362,0.503
shout out to you ungrateful inconsiderate bitches im taking this shot for you yea you ,0.0,0.45,0.55
shoutout to brooklyn and this  gas on my way to atlantic to mess with ghetto girls working at target now,0.0,0.116,0.884
shoutout that real bitch,0.0,0.559,0.441
shoutout to my mamma cause she aint raise no hoe,0.173,0.0,0.827
shoutout to this bitch for unfollowing me like i didnt noticed you like my pics just to unlike  ,0.213,0.191,0.596
shoutouts to my main bitches amp my side bitchess ,0.0,0.328,0.672
shouts out to all my goth bitches,0.0,0.394,0.606
shouts out to my down ass bitches who never give a nigga a hard time,0.069,0.396,0.535
show last night was badass thanks to everyone who came out if you didnt come out youre a retard unless you were at cock sparrer,0.098,0.224,0.678
shower rod that hoe ,0.0,0.0,1.0
shreks on bitches,0.0,0.661,0.339
shrug maybe its a canadian bitch thing,0.0,0.432,0.568
shut the fuck up and quit being such a pussy hahahah,0.0,0.28,0.72
shut the fuck up you fucking cunt,0.0,0.583,0.417
shut the fuck up i sent my sister a picture of a mini brownie and she was like is that a shroom like i wish ,0.283,0.129,0.588
shut up birds its bed time,0.0,0.0,1.0
shut up bitch i wasnt gonna roast,0.0,0.432,0.568
shut up bitch swallow,0.0,0.559,0.441
shut up bitch you beat off to your sister,0.0,0.322,0.678
shut up bitch im trying to sleep ,0.0,0.388,0.612
shut up faggot,0.0,0.688,0.312
shut up hoe,0.0,0.0,1.0
shut yo new year new me lookin ass up bitch ,0.0,0.477,0.523
shut yo mesquito lookin ass up poped bitch,0.0,0.549,0.451
shutup faggot rt blacktaco to fumble thotcho took them a ,0.0,0.355,0.645
shy girls gtgt,0.0,0.5,0.5
shy glizzy sound dumb as shit you know nothing bout medellin,0.0,0.527,0.473
shy singer surprises and melts simons heart  this was so damn beautiful i almost cried,0.266,0.341,0.393
shylock amp wongs  incidents of democrat bigotry in  weeks  media mum  via breitbartnews,0.0,0.205,0.795
shylock amp wongs  incidents of democrat bigotry in  weeks  media mum  via breitbartnews,0.0,0.205,0.795
shyt b pissing me off rt   ugh i cannot stand bitches like that smh,0.157,0.494,0.349
shyyyyyt  hours aint no hoe  this  plus overtime and benefits sounds real good to ,0.402,0.0,0.598
sick of hearing ap kids bitch about their oh so poor  gpa no one cares,0.113,0.51,0.377
sick of your coon antics rt poonsoaker accuracy rt thotcho  gt  ,0.146,0.229,0.625
side bitches are basically new relationships startedan addition to the problems you already have with your primary woman,0.0,0.292,0.708
side hoes need rounds too rt peachpapayya they always play stupid hoe song back to back,0.121,0.172,0.707
sierra almost got caught with the ole hick ,0.0,0.0,1.0
sighs of relief from beijing guoan fans amp chinas govt as club nips japanese rival  in tense match football ,0.138,0.107,0.756
sike naw i love big smelly hoes doe,0.412,0.0,0.588
silly bitch shit never sleeps huh,0.096,0.643,0.261
simple minded hoe,0.0,0.0,1.0
simply cani deal with a confrontation so i just back away when cunts get aw nasty towards me changed a lot in the past few years tbh,0.0,0.318,0.682
sinai jihadi group beheads  accused of being spies of the jews  via breitbartnews,0.0,0.155,0.845
since a lot of you lil bitches wanted to add the  hashtag into all my tweets ill do that shit back ,0.0,0.377,0.623
since a youngin bitch we been them niggas,0.0,0.554,0.446
since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,0.128,0.325,0.547
since cats lick themselves all the time they should be great at eattin pussy,0.24,0.0,0.76
since my girl like to argue i sent that bitch to law school,0.141,0.35,0.508
since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by  ,0.0,0.502,0.498
since you gave me the pussy that ass getting fatter,0.0,0.28,0.72
since you hoes wanna be childish  ,0.0,0.306,0.694
single colored man looking fo a single white woman fat ok im nigga,0.167,0.0,0.833
single like a dollar fucking bitches like im slater aww mane,0.309,0.259,0.432
siri is terrible cunt,0.0,0.759,0.241
sis said go to sleep i said bitch its our b day i aint sleeping ,0.0,0.257,0.743
sit on my face m u a h before i eat da pussy i say my grace ,0.219,0.0,0.781
sit the fuck down bitch rt  stfu rt thotcho  act like it  get cold in denver,0.11,0.32,0.57
sitting alone watching white chicks no pants fuzzy blankets tea  turn up,0.0,0.296,0.704
sitting at the bar at work watching walking dead and all these fucking wetbacks decide to come in amp turn on their spic music jesus christ,0.0,0.147,0.853
sitting on the deck enjoying a stoneipa watchingsmelling the neighbors burn trash missouri ,0.236,0.0,0.764
sitting on the deck enjoying a stoneipa watchingsmelling the neighbors burn trash missouri ,0.236,0.0,0.764
sitting up here next to the neighborhood crazy bitch amp she keeps randomly busting out laughing,0.143,0.277,0.58
sixten just shoved like  oreos down his throat,0.263,0.0,0.737
skinny girls be having that gotta go a couple rounds pussy,0.0,0.0,1.0
skippin spanish class the rest of this week fuck dat bitch,0.0,0.448,0.552
skippy and the kats fezbandname ronandfezsxm,0.0,0.0,1.0
skylar needs to go back to clarenceville he taking all the hoes,0.0,0.0,1.0
slack jawed yokel husband ,0.0,0.0,1.0
slap a hoe with a rusty axe ash my blunts on her ass,0.11,0.338,0.552
slap my hoes with a rake fake make great cake illuminati,0.361,0.196,0.443
slap the bitch is fundidnt know beer wasnt that bad,0.292,0.249,0.459
slaw ass team time to start dat bitch ova,0.189,0.445,0.366
slide in that hoe dms like ,0.333,0.0,0.667
slide in the pussy like a surfboard,0.333,0.0,0.667
slide in your bitch dms like   ,0.243,0.369,0.388
slim hines lil bruda ainn bout it bitch how yu figure,0.0,0.275,0.725
slim niggah but you know i love em thick,0.453,0.0,0.547
sloppy ignorance in all my pockets  here lil bitch i want sloppy toppy ,0.078,0.38,0.542
sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,0.074,0.358,0.568
slowbros over hoes,0.0,0.0,1.0
slut i aint playin go find a white crayon and color a fuckin zebra,0.0,0.275,0.725
slut ass queen bee bitch,0.0,0.847,0.153
slut opp thot hoe,0.0,0.559,0.441
sluts and hoes are neededrespect their services,0.0,0.381,0.619
smack these hoes on they ass like we birthed these bitches,0.14,0.413,0.447
smashed a werewolf chick and thought she was related to dominiquepurdy so i felt guilty but then later discovered he didnt know the ho,0.0,0.089,0.911
smellin good bitches wanna hug me,0.465,0.302,0.233
smfh rt pufntrees  trashslow as fuckcant even get a nike release on that,0.0,0.0,1.0
smfh boy you sound just like them hoes rt kforkicks idk why everybody be hating on the puerto rican princess,0.103,0.194,0.702
smh ampamp its not bitches its bitch ass niggahs,0.365,0.341,0.294
smh hate that hoe,0.0,0.75,0.25
smh ma niggah,0.0,0.535,0.465
smh queer,0.0,0.697,0.303
smh u niggers amp ur music knowledge,0.0,0.315,0.685
smh you dreamed i was a faggot wow rt cocainemodel my dream lmfao start from the bottom  up  itsnotharold ,0.332,0.239,0.429
smh go play dreamcast rt thegoodfella hate playing with someone at home on that trash ass default broadcast cam  camera is the goat,0.132,0.3,0.568
smile at the bitches who hate you,0.177,0.539,0.284
smile at the hoes who hate you,0.223,0.33,0.446
smoke good weed with a bad bitch,0.22,0.553,0.227
smoke good weed with bad bitch and give a good girl bad habits,0.246,0.458,0.297
smoke sesh niggah what u mean,0.0,0.0,1.0
smoke sum bitch,0.0,0.655,0.345
smoke summm bitch,0.0,0.655,0.345
smoke wit a bitch in nap and let her play music i bet  she turn on boosie or some slow shit ,0.093,0.287,0.62
smokin on loud that will have yo ass panicking but wwn you show up all the hoes start vanishing,0.0,0.198,0.802
smokin stuntin riding round town wit a bitch so bad but she dont mean nothing,0.0,0.3,0.7
smoking brooklyn got me high as giraffe pussy,0.0,0.0,1.0
smuggled letter by gaza tunnel digger details suffering under hamas rule  via themuslimissue,0.0,0.337,0.663
smurf a real cat bitch,0.0,0.559,0.441
snakes slithered in they coil rt faisalnizam these hoes aint loyal,0.0,0.203,0.797
snapchat me bitches jaceyjanette,0.0,0.565,0.435
sneaky hoes ,0.0,0.655,0.345
snoop with the hoes ,0.0,0.0,1.0
so i already dont fuck with dude but i be nice and im humoring him but this bitch crossed a linefirst of motherfucking all,0.265,0.307,0.428
so i decided to drive to the good walmart where the colored folks dont go bc its food here,0.146,0.0,0.854
so i figure out why ive been a bitch lately,0.0,0.352,0.648
so i guess i want to be ghetto my dad was poor  not in morals or in standards my grandfather was poor he was great man tho,0.173,0.189,0.639
so i guess im on snapchat now so snapchat me bitches danvii  no idea,0.0,0.366,0.634
so i guess all girls are psycho bitches and dgaf these days smh yall are  even know what psycho is tf outta ,0.0,0.246,0.754
so i had to spray this huge ass wasp nest outside my backdoor maaan them bitches were mad as fuck,0.085,0.459,0.456
so i keep cool but in the back of my mind im like did des hoes just come on my mf porch like ik dem,0.283,0.0,0.717
so i made hey as a short cut for pussy lips in anns phone ,0.0,0.16,0.84
so i seen this sweater  its flashy i wanna get it i gotta get it it say my boyfriend is my bitch with some puppies ,0.0,0.153,0.847
so i swore my school was closed but that bitch is open and im home ,0.0,0.286,0.714
so i we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so its all good lol,0.355,0.072,0.572
so im at tedgibson and ted is getting his hair colored right beside me heeeey,0.0,0.0,1.0
so ive been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,0.148,0.085,0.767
so politico says rney will win and then goes after gallup for doing the same thing lmao at you teabaggers morningjoe,0.288,0.0,0.712
so sterling bitch gotta he a hoe aye she paid and youremad dont blame the bitch she half black,0.081,0.324,0.595
so am i the only cracker up playing his guitar thank you tamparick  on this saturday night,0.235,0.0,0.765
so apparently me amp eric fucced amp i be just fuccing every nigga  great but yall bitches not whoppin amp talkin behind blocced twitters,0.088,0.185,0.727
so at work today i got called a cracker ass bitch lol,0.164,0.427,0.409
so basically i reflected a lot on how for now i make fire my bitch day to day,0.0,0.323,0.677
so bitch shoot me a look it better be a blank stare or get shanked in the pancreas,0.128,0.299,0.573
so buy another round they tried to shut us down bout an hour ago but we still in this bitch early not late follow ,0.0,0.214,0.786
so excited for this white trash bash party tonight ,0.435,0.0,0.565
so excited for tomorrow amp saturday amp then just being a lazy bitch on sunday ,0.135,0.315,0.55
so far ive only seen  bad bitches talkn bout mansion   wtf is up,0.0,0.528,0.472
so far today every time i try to load an article from the blaze on twitter the site crashes wtf is selibus doing now the cunt,0.0,0.233,0.767
so fucking thirsty for a championship that they welcome a fucking traitor with open arms haha fucking no heart ass pussy organization,0.301,0.206,0.493
so ghetto,0.0,0.0,1.0
so glad i found a good girl and dont have to deal with these wild ass hoes they have nowadays ratchets,0.249,0.135,0.616
so i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags imagineherface,0.094,0.101,0.804
so if i had dreads tattoos and a beard id get all the bitches,0.0,0.396,0.604
so if a girl gets drunk and does some hoe shitits rape now,0.0,0.415,0.585
so is the term wigger if someone chooses to listen to hip hop and act a certain way its cause of his interests not race,0.157,0.0,0.843
so jealous of my parents and bryce gone to rednecks with paychecks for the weekend i shouldve gone  ,0.0,0.171,0.829
so jus dont be faithful cus u never kno what your bitch doing lmao,0.194,0.309,0.497
so just chill hoe,0.0,0.0,1.0
so lets see what you look like in the am without the  filters and colored contact lenses your followers are dying to know uberfoxy,0.098,0.0,0.902
so many bitches in one sentence fixitjesus,0.124,0.399,0.477
so many bitches think theyre so much hotter than they are,0.0,0.295,0.705
so many hoes whipped you would have thought we were still in slavery,0.0,0.286,0.714
so many shady bitches the secret thirst is alive,0.189,0.303,0.509
so many weird people in the ghetto at this time,0.0,0.18,0.82
so much for ucla being the team to beat they are trash,0.0,0.0,1.0
so much more going on but hypocrisy doesnt sit well with me my redneck family from central illinois more black then bieber,0.0,0.096,0.904
so much white trash at this demo derby  ,0.0,0.0,1.0
so my coworker is yellin at my other coworker and i so im like who you talkin to cuz its not me then she wanna bktrack like no bitch,0.156,0.169,0.675
so my daughter seen charlie villanueva questions on  ,0.0,0.0,1.0
so my dumb ass screams fuck the redskins in this big ass echo filled parking garage,0.0,0.604,0.396
so my light was off amp door was closed  mom walks in turn lights on  tells me to take trash out in the morning  then walked out light on,0.0,0.0,1.0
so my mom told me she put my drug paraphernalia in the trash the shitty life of a stoner with a cop mom im pretty upset,0.105,0.204,0.691
so niggas wanna be bitches and shit wearing flowers and shit smh yall niggas gay,0.0,0.676,0.324
so niggers really believe phelps just smokin on a regular huh tell me now amp ill log off for the night,0.0,0.128,0.872
so now aint nobody got a type you all like bad bitches huhwell why yo baby momma never mind,0.1,0.297,0.602
so now been trill is trash cus asap said so  ok,0.223,0.0,0.777
so now he wanna lie   hes a fuccing joke  ajay gotta whole bitch but oml trynna argue wit me amp shit like fir what boi ,0.142,0.304,0.555
so people here donate plasma to feed their drug addiction i donate because i get money and i save liveswhaddup bitches ,0.139,0.169,0.693
so pissed i forgot that saiyan bitches infio she gave ne her ig tioo fuck,0.0,0.52,0.48
so real its unreal lol yankees worldseries  mlb  ,0.286,0.0,0.714
so scared for orientationi hate meetin new peopletheyre gonna think im this quiet girl but really im the craziest bitch theyll ever meet,0.0,0.374,0.626
so sick of you fake ass hoes,0.0,0.718,0.282
so some bitch flipped me off for letting her infront of mee okay,0.112,0.24,0.648
so some pussy dont cream when they cum,0.0,0.0,1.0
so the flash pops is the dawson pops i think he mighta actually killed the mom cuz gail was a lying cheating bitch,0.0,0.474,0.526
so this dumb bitch had an opinion bout wtf i post on my instagram the time it took to write a  ,0.0,0.417,0.583
so tired but mom is making me stay up until she is finished drinking another beer she better chug that shit,0.133,0.243,0.624
so to the fat toothless sack chasing bitch that just yelled at me from her busted ass van window fuck off and get a real job,0.0,0.386,0.614
so toodles to you bitches  goodnight ,0.0,0.438,0.562
so was chris brown talking bout hisself when he said these hoes aint loyal ,0.0,0.164,0.836
so we are not even two full games into the season and the fairweather whining is already in full effect yankees,0.0,0.087,0.913
so weird how the word cunt is offensive in other countries yet in this country its a reference to somebody like whos this cunt,0.078,0.357,0.564
so what if she a hoe in her city if she make you happy move her to montana and be happy for the rest of  days,0.243,0.0,0.757
so yall give farwells to lulu yet did all but shit on kris ok bitches ok,0.201,0.368,0.431
so yall hoes still surfboardn in the tub or nah,0.0,0.135,0.865
so yesterday i ran into a dude i went to high school with amp he used to be skinny as hell now omg same fucker who slit my tires years ago,0.0,0.255,0.745
so you dont want to see the true life story of american heroes bizzy lazy krayzie amp wish you wanna watch hillbillies shoot pumpkins,0.265,0.192,0.542
so you females feel like its ok to dress like a hoe smh i just hope i dont have a daughter please god ,0.429,0.15,0.422
so you still dont suck dick or eat pussy in ,0.39,0.0,0.61
so bronyfolk far and wide are throwing bitch fits over equestriagirls i must be the only one who isnt it looks interesting to me,0.0,0.224,0.776
so i can get into something closely approximating the full bird of paradise yoga pose time to make my ragdoll cosplay,0.181,0.0,0.819
so about this flappy bird game then,0.0,0.0,1.0
so are the olympics over in brazil yet or what i mean yay sports what stop looking at me like  are you  goredskins,0.218,0.081,0.701
sohello kitty is really a chicken boo bitch,0.0,0.404,0.596
soap i wish some pussy tho rt imjustceej what does your beard smell like,0.321,0.0,0.679
social media post about rival social media app i shall never let the word edited appear next to my facebook status double read it bitch,0.0,0.142,0.858
social networks will ruin a bitches game,0.0,0.658,0.342
sock the pussy like im vegeta,0.333,0.0,0.667
soetoroobama is moving the country forward w his vision his vision is to downsize our oppressive country and get even w whitey war,0.145,0.239,0.616
soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures  therealkiss,0.0,0.431,0.569
soft niggas usually send the hate threw the bitches,0.0,0.625,0.375
sold weed to a bitch whos gonna be a lawyer bet shell have a niggas back,0.0,0.36,0.64
sombody bring me some pussy,0.0,0.0,1.0
some dont cross me bitches,0.44,0.0,0.56
some army females just bitch about everything ,0.0,0.388,0.612
some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk hes like  ,0.187,0.383,0.43
some jihadi posted a bio of the isis boss mr awad with excellent sociological info cant thank himher enough for the gift,0.247,0.079,0.674
some are oval and some are pink some are blue and some are just yellow,0.0,0.0,1.0
some bitch niggas in drumlin just sprayed me with water and ran away fucking pussies,0.0,0.323,0.677
some bitches are relentless you can curve her a hundred times and she still wants the dick,0.056,0.336,0.607
some bitches barely respect themselves,0.289,0.402,0.309
some bitches curve game be too serious,0.0,0.51,0.49
some bitches just have no luck with men lmao maybe youre the problem sweetheart it cant all be our fault lol,0.364,0.299,0.338
some bitches need to get a life ,0.0,0.438,0.562
some bitches truly aint shit ,0.497,0.333,0.171
some black people live in an entirely different world where everything is peaches and cream apparently take off the rose colored glasses,0.0,0.0,1.0
some call it trickn i call it hangn out ima handle my business n knock dat pussy out ,0.0,0.0,1.0
some croquettes for you hoes,0.0,0.0,1.0
some girls think being a bitch and having an attitude is attractive who tf made you think that,0.134,0.175,0.691
some guy at orientation got asked what his top  favorite music artists are and the first thing this bitch said was usher,0.17,0.159,0.671
some ho hitting on my wife lol,0.318,0.0,0.682
some hoes that tweet just make me mad lol,0.215,0.246,0.538
some lying ass hoes lol,0.239,0.59,0.171
some movies are made to facilitate dudes to pick girls up think out side the box lil nigguh,0.0,0.0,1.0
some niggah said sugapuss to me lastnight ,0.0,0.0,1.0
some niggahs save hoes i aint that heroic,0.288,0.263,0.449
some niggas beat a bitch to get a point across some mentally fuck w her some just ignore it ,0.0,0.504,0.496
some niggas save hoes,0.421,0.316,0.263
some of the ice melted in my car cause the dumb fuck at  decided he wanted to strike up a conversation wit a fat ugly bitch smfh,0.0,0.435,0.565
some of these hoes are loyal,0.383,0.0,0.617
some of these hoes deserve a kick in their vagina lucky i aint tryna loose my shoe,0.268,0.0,0.732
some of these hoes need to hop off those high horses they seem to be riding  ,0.0,0.0,1.0
some of these hoes out here for everybody,0.0,0.0,1.0
some of these hood negros dont deserve bail money the way they be visiting jail,0.0,0.0,1.0
some of these niqqa a straight pussy whipped ,0.241,0.0,0.759
some of these sex gifs are fucking retarded,0.0,0.363,0.637
some of yall females undercover hoes,0.0,0.0,1.0
some of yall gorgeous women aint so gorgeous when we realize you got a ugly bitch attitude,0.295,0.262,0.443
some of yall just popular cuz of yall name  these bitches be ugly,0.14,0.36,0.5
some of you bitches are dumbbbb,0.0,0.438,0.562
some of you girls should be wifey for halloween since some of  been hoes all year,0.0,0.0,1.0
some people are bitch ass niggas amp you should just stay far away from,0.0,0.469,0.531
some people are so constantly pessimistic its so unattractive like if you have that much to bitch about why dont you start changing,0.088,0.31,0.602
some rednecks just raced down the freeway gte,0.146,0.0,0.854
some thots will just never learn  gooooo awaaaaay hoe,0.0,0.0,1.0
some women are straight bitches,0.216,0.443,0.341
somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,0.044,0.633,0.323
somebody help her   kicksnbenjis bitch nigga bye you just want something to ,0.238,0.226,0.536
somebody please choke that fucking retard that keeps yelling mashed potatoes what a tool pgachampionship,0.112,0.351,0.537
somebody tell these nigggas ima keep fuckin they hoes ima keep rockin these shows,0.0,0.0,1.0
somebody tell these pussy niggas i got em,0.0,0.286,0.714
somebody tell these pussy niggas i got em i got em,0.0,0.231,0.769
somebody toss this bitch a dasani or something gurl is thirsty,0.0,0.333,0.667
someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo ,0.145,0.093,0.762
someone bitch slap me into the lake if you see me on fb tomorrow i suspect my hard core gop friends will be all over this,0.146,0.231,0.623
someone came up amp told me that i pulled hoes today i was pissed just because thats so fucking false that its sad,0.0,0.278,0.722
someone come take these brownies away from me before i eat the whole pan,0.0,0.0,1.0
someone needs to get this boring nike fag off the stage,0.0,0.389,0.611
someone please bring me goldfish crackers,0.315,0.0,0.685
someone probably told him  god was trash,0.259,0.0,0.741
someone should explain to blake griffin that talking trash to an opposing  string is unbecoming even amongst clippers,0.0,0.0,1.0
someone shut this beaner up please,0.315,0.0,0.685
someone tell  his dreads are part of the uniform id pull your hair too why are you trash talking cut your doodoo braids,0.0,0.176,0.824
someone tell me where the drinks at where the bitches at you fucking on the first night meet me in the back game,0.0,0.151,0.849
someone tell the royals to stay home there ,0.0,0.0,1.0
someone tell this bitch to stfu,0.0,0.474,0.526
someone tell this hoe to turn on lion king,0.0,0.0,1.0
someone told iggy azalea she stunk as a child cause this bitch still upset yo it aint even that deep,0.0,0.377,0.623
someones mother called me a handsome buff yellow thang last night my ego was temporarily elevated and binniemouse was dying lol,0.25,0.0,0.75
something funny here rt peachpapayya  rt midcityace control your excitement sir  lets gooooo teena ,0.337,0.0,0.663
something like a perfectionist even check my horoscope bitch,0.362,0.275,0.362
sometime i wish i wasnt colored,0.474,0.0,0.526
sometimes i feel like being really nice to everyone then im just like wait youre all bitches anyway soooo,0.311,0.15,0.539
sometimes i just want someone to bitch to about a shitty day,0.083,0.471,0.446
sometimes i wake up on the ceiling  the floor  outside  near a trash can on your mom in hollywood somewhere in a ally somewhere,0.0,0.0,1.0
sometimes i wish i had a cute pet monkey but then i remember it would probably defecate everywhere beat me up and destroy my house,0.145,0.179,0.677
sometimes a bitch needs to struggle to get where she going rt odotkay vianawf sometimes some shit just an extra ,0.0,0.377,0.623
sometimes females are just fucking retarded bro i swear i just want to kick yall in the ovaries,0.066,0.276,0.658
sometimes ppl stay married cuz its convenient when u constantly bitch amp complain amp sleep in separate rooms its time to reevaluate,0.0,0.249,0.751
sometimes u gotta knock a nicca out tho ijs freecb,0.195,0.0,0.805
sometimes you dont wanna fuck the bitch but her head so good you end up fucking,0.314,0.107,0.579
sometimes you gotta block a bitch because damn they annoying,0.0,0.708,0.292
sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,0.148,0.262,0.59
sometimes even i gotta tell these hoes to grow up smh,0.0,0.204,0.796
son of a bitch,0.0,0.655,0.345
son of a bitch thunder,0.0,0.559,0.441
son of a bitch i cant wait till baseball is back americaspasttime,0.0,0.297,0.703
son of a bitch,0.0,0.655,0.345
son why is our mail lady so ghetto ,0.0,0.0,1.0
sone of yall bitches need morning glory milk baths ,0.243,0.271,0.486
sonnen is a faggot,0.0,0.688,0.312
sonoma county cannot handle the gutto style straight up north bay is pussies forever,0.128,0.0,0.872
soon fuckeveryword will be to fuck backtrack and i cant wait because fuck those faggots,0.0,0.505,0.495
soon as da money gon dem bitches leavinyou get locked up she aint gon visit ya neither,0.0,0.196,0.804
sooo my first aidcpr certification came in handy tonight glad i didnt lose my monkey ,0.305,0.0,0.695
sooooooo true but im the pussy monsta ,0.241,0.0,0.759
sore loser charlie crist  give concession speech calls for recount  tcot pjnet,0.0,0.371,0.629
sorry sam i went to elonuniversity rt  is wes durham woody durham son if so why is that tar baby doing a pack game,0.0,0.058,0.942
sorry about the spam but i dare you to search nigger on twitter and not laugh impossible,0.0,0.515,0.485
sorry all my fellow negros,0.0,0.245,0.755
sorry fo da rant it make me mad and ashamed to be colored i wish i be white so yall would like me,0.179,0.328,0.492
sorry hoes but love does not stand for legs open very easy,0.499,0.057,0.445
sosa on the beat ho,0.0,0.0,1.0
sound like a real nigga to me  keith stood under the monkey bats looking up girls skirts during recess time fucking ,0.116,0.0,0.884
sounded like a bitch but whatever,0.245,0.336,0.42
sounded like a god damn bear just fell out of my trees might be time to stop pissing outside and  piss bucket up in this bitch,0.123,0.396,0.481
sounds like a hoe,0.556,0.0,0.444
sources say that charlie crist is on the phone with rick scott as i type this to concede,0.0,0.0,1.0
southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working,0.251,0.0,0.749
space brownies ,0.0,0.0,1.0
spark these bitches interests,0.443,0.443,0.114
speak to my face you fake bitches,0.0,0.583,0.417
speaking of  that years pussy was phenomenal,0.0,0.0,1.0
speaking of ford and garland i need to get my sub from there and a job application lol killin  birds with one stone merica,0.118,0.0,0.882
speaking of rt kinghorsedick a lot of them backpage hoes dont like fucking black guys so i never went thru with it,0.0,0.1,0.9
special thanks to tina charlie and staff at waverly hills thanks to everyone that dedicated time to make the ,0.434,0.0,0.566
spell my name right bitch then well talk,0.176,0.319,0.504
spendin money that we saved stackin ones like bricks hittin bitches like craig watchin ass clap morningstusesh ,0.287,0.272,0.441
spending money on these hoes  nigga you aint fuck shit ,0.419,0.0,0.581
spics are half breed trash no filthy native should be allowed to speak to any european,0.0,0.128,0.872
spiff tryna hoe,0.0,0.0,1.0
spittin crystal in a bitch face was larry johnsons funniest moment in my book sue me for having a sense of humor,0.215,0.143,0.642
spongebob ass niccas fr,0.0,0.538,0.462
spring breakkkk bitches ,0.0,0.661,0.339
spring is almost here  i realized that my collection of hoes has severely decreased ,0.0,0.2,0.8
squidward in the face ass bitch,0.0,0.646,0.354
stafford trash without megatron fantasyfootballproblems,0.0,0.0,1.0
stafford you pussy,0.0,0.0,1.0
starks being a faggot,0.0,0.688,0.312
start punching hoes in they esophagus and shit,0.0,0.34,0.66
started wit hanna montana hoes now im fuckin all of nick cannon hoes,0.0,0.0,1.0
started with  bricks now im sold out bitch,0.0,0.352,0.648
stay home then bitch fuck u,0.0,0.709,0.291
stay pooned bitches,0.0,0.661,0.339
stay warm  beanies sweaterweather  ,0.388,0.0,0.612
stay witcha nasty little hoes who dont do shit for you,0.188,0.232,0.58
stayin up late to watch ichiro yankees,0.0,0.0,1.0
step up all in was so horrible that bitch went straight to dvd ,0.093,0.418,0.489
step up and take your oppurtunity freshfaces iubb hoosiers,0.0,0.0,1.0
step up in the club smoothly with the l in my hand bitches know im a freak like the elephant man,0.207,0.247,0.545
